epoch,CPU,RAM
0.0,6.7,5.3
0.15543484687805176,0.0,5.3
0.31107187271118164,0.0,5.3
0.4665038585662842,0.0,5.3
0.6220879554748535,0.0,5.3
0.7774789333343506,0.0,5.3
0.9328579902648926,0.0,5.3
1.0881898403167725,0.0,5.3
1.2435839176177979,0.0,5.3
1.3989448547363281,0.0,5.3
1.5543849468231201,0.0,5.3
1.7100858688354492,0.0,5.3
1.865530014038086,0.0,5.3
2.02091383934021,0.0,5.3
2.1763148307800293,0.0,5.3
2.331864833831787,0.0,5.3
2.4874958992004395,0.0,5.3
2.643044948577881,0.0,5.3
2.798898935317993,0.0,5.3
2.954211950302124,0.0,5.3
3.109565019607544,0.0,5.3
3.264835834503174,13.3,5.3
3.4211158752441406,0.0,5.3
3.577915906906128,0.0,5.3
3.7336409091949463,0.0,5.3
3.889915943145752,0.0,5.3
4.045276880264282,0.0,5.3
4.201002836227417,0.0,5.3
4.35634183883667,0.0,5.3
4.511819839477539,0.0,5.3
4.667290925979614,0.0,5.3
4.823769807815552,0.0,5.3
4.9822609424591064,0.0,5.3
5.138037919998169,0.0,5.3
5.2950170040130615,0.0,5.3
5.451643943786621,0.0,5.3
5.60872483253479,6.7,5.3
5.7640700340271,0.0,5.3
5.919365882873535,0.0,5.3
6.075008869171143,0.0,5.3
6.231660842895508,0.0,5.3
6.388150930404663,0.0,5.3
6.543458938598633,0.0,5.3
6.699438810348511,0.0,5.3
6.855345010757446,0.0,5.3
7.011000871658325,0.0,5.3
7.166554927825928,0.0,5.3
7.3220319747924805,0.0,5.3
7.477559804916382,0.0,5.3
7.6331799030303955,0.0,5.3
7.78858494758606,0.0,5.3
7.94395899772644,0.0,5.3
8.09928297996521,0.0,5.3
8.254724979400635,0.0,5.3
8.410372972488403,0.0,5.3
8.56590986251831,0.0,5.3
8.721447944641113,0.0,5.3
8.876821994781494,0.0,5.3
9.032127857208252,0.0,5.3
9.187703847885132,0.0,5.3
9.343106985092163,0.0,5.3
9.498536825180054,0.0,5.3
9.653956890106201,0.0,5.3
9.80935001373291,0.0,5.3
9.964809894561768,0.0,5.3
10.12018895149231,0.0,5.3
10.275661945343018,0.0,5.3
10.431388854980469,0.0,5.3
10.586886882781982,0.0,5.3
10.74219799041748,0.0,5.3
10.897763967514038,0.0,5.3
11.053157806396484,0.0,5.3
11.208629846572876,0.0,5.3
11.364267826080322,0.0,5.3
11.519650936126709,0.0,5.3
11.675069808959961,0.0,5.3
11.830384969711304,0.0,5.3
11.985970973968506,0.0,5.3
12.141368865966797,0.0,5.3
12.296694993972778,0.0,5.3
12.45207691192627,0.0,5.3
12.607508897781372,0.0,5.3
12.762902021408081,0.0,5.3
12.918447971343994,0.0,5.3
13.073830842971802,0.0,5.3
13.229182958602905,0.0,5.3
13.384507894515991,0.0,5.3
13.540127038955688,0.0,5.3
13.6956148147583,0.0,5.3
13.850981950759888,0.0,5.3
14.006546974182129,0.0,5.3
14.16195297241211,0.0,5.3
14.317546844482422,0.0,5.3
14.472945928573608,0.0,5.3
14.628382921218872,0.0,5.3
14.784121990203857,0.0,5.3
14.939558029174805,0.0,5.3
15.094934940338135,0.0,5.3
15.250283002853394,0.0,5.3
15.405658960342407,0.0,5.3
15.561081886291504,0.0,5.3
15.716670036315918,0.0,5.3
15.872256994247437,0.0,5.3
16.02767300605774,0.0,5.3
16.183104991912842,0.0,5.3
16.338840007781982,0.0,5.3
16.494210958480835,0.0,5.3
16.649690866470337,0.0,5.3
16.805089950561523,0.0,5.3
16.96040987968445,0.0,5.3
17.11577582359314,0.0,5.3
17.2710919380188,0.0,5.3
17.42666792869568,0.0,5.3
17.582075834274292,0.0,5.3
17.737454891204834,0.0,5.3
17.89280080795288,0.0,5.3
18.048142910003662,0.0,5.3
18.20347499847412,0.0,5.3
18.358845949172974,0.0,5.3
18.514225006103516,0.0,5.3
18.6696720123291,0.0,5.3
18.825012922286987,0.0,5.3
18.98036503791809,0.0,5.3
19.135676860809326,0.0,5.3
19.29123282432556,0.0,5.3
19.446637868881226,0.0,5.3
19.601996898651123,0.0,5.3
19.757336854934692,0.0,5.3
19.912698984146118,0.0,5.3
20.068081855773926,0.0,5.3
20.223438024520874,0.0,5.3
20.37883996963501,0.0,5.3
20.534576892852783,0.0,5.3
20.69028902053833,0.0,5.3
20.845714807510376,0.0,5.3
21.001070022583008,0.0,5.3
21.15647792816162,0.0,5.3
21.312126874923706,0.0,5.3
21.467553853988647,0.0,5.3
21.622975826263428,0.0,5.3
21.778352975845337,0.0,5.3
21.933997869491577,0.0,5.3
22.089460849761963,0.0,5.3
22.244858980178833,0.0,5.3
22.40023183822632,0.0,5.3
22.55567693710327,0.0,5.3
22.711294889450073,0.0,5.3
22.866829872131348,0.0,5.3
23.022390842437744,0.0,5.3
23.17818784713745,0.0,5.3
23.334115982055664,0.0,5.3
23.489763021469116,0.0,5.3
23.64520788192749,0.0,5.3
23.800638914108276,0.0,5.3
23.956045866012573,0.0,5.3
24.111657857894897,0.0,5.3
24.267056941986084,0.0,5.3
24.42261290550232,0.0,5.3
24.57807993888855,0.0,5.3
24.73368787765503,0.0,5.3
24.88926601409912,0.0,5.3
25.044611930847168,0.0,5.3
25.20001196861267,0.0,5.3
25.35546588897705,0.0,5.3
25.511071920394897,0.0,5.3
25.6665518283844,0.0,5.3
25.821890830993652,0.0,5.3
25.977205991744995,0.0,5.3
26.132505893707275,0.0,5.3
26.28791093826294,0.0,5.3
26.443246841430664,0.0,5.3
26.598686933517456,0.0,5.3
26.754029989242554,0.0,5.3
26.909459829330444,0.0,5.3
27.06483292579651,0.0,5.3
27.220202922821045,0.0,5.3
27.375555992126465,0.0,5.3
27.531152963638306,0.0,5.3
27.68663787841797,0.0,5.3
27.842077016830444,0.0,5.3
27.99740695953369,0.0,5.3
28.15278387069702,0.0,5.3
28.308488845825195,0.0,5.3
28.46397590637207,0.0,5.3
28.619457006454468,0.0,5.3
28.774874925613403,0.0,5.3
28.93047285079956,0.0,5.3
29.08613681793213,0.0,5.3
29.241636991500854,0.0,5.3
29.39700984954834,0.0,5.3
29.552467823028564,0.0,5.3
29.708199977874756,0.0,5.3
29.863587856292725,0.0,5.3
30.018932819366455,0.0,5.3
30.17445397377014,0.0,5.3
30.329972982406616,0.0,5.3
30.485756874084473,0.0,5.3
30.641402006149292,0.0,5.3
30.796939849853516,0.0,5.3
30.95253086090088,0.0,5.3
31.108011960983276,0.0,5.3
31.26337480545044,0.0,5.3
31.418761014938354,0.0,5.3
31.57428288459778,0.0,5.3
31.72986602783203,6.7,5.3
31.885236978530884,0.0,5.3
32.04059386253357,0.0,5.3
32.19595503807068,0.0,5.3
32.351348876953125,0.0,5.3
32.50675988197327,0.0,5.3
32.66236186027527,0.0,5.3
32.81777286529541,0.0,5.3
32.9732940196991,0.0,5.3
33.12875485420227,0.0,5.3
33.28446388244629,0.0,5.3
33.4400098323822,0.0,5.3
33.5954008102417,0.0,5.3
33.75074791908264,0.0,5.3
33.90616488456726,0.0,5.3
34.0615508556366,0.0,5.3
34.216909885406494,0.0,5.3
34.37225103378296,0.0,5.3
34.52757692337036,0.0,5.3
34.6829948425293,0.0,5.3
34.83849596977234,0.0,5.3
34.99387502670288,0.0,5.3
35.14930295944214,0.0,5.3
35.304656982421875,0.0,5.3
35.460026025772095,0.0,5.3
35.61541390419006,0.0,5.3
35.77076482772827,0.0,5.3
35.926105976104736,0.0,5.3
36.08145999908447,0.0,5.3
36.23686480522156,0.0,5.3
36.39221382141113,0.0,5.3
36.54762291908264,0.0,5.3
36.703035831451416,0.0,5.3
36.85837388038635,0.0,5.3
37.01373887062073,0.0,5.3
37.16922903060913,0.0,5.3
37.32481384277344,0.0,5.3
37.48032188415527,0.0,5.3
37.6358118057251,0.0,5.3
37.79116201400757,0.0,5.3
37.946664810180664,0.0,5.3
38.10224485397339,0.0,5.3
38.25762486457825,0.0,5.3
38.41298580169678,0.0,5.3
38.5684540271759,0.0,5.3
38.72407388687134,0.0,5.3
38.879525899887085,0.0,5.3
39.03507399559021,0.0,5.3
39.19049692153931,0.0,5.3
39.34619092941284,0.0,5.3
39.501614809036255,0.0,5.3
39.65699291229248,0.0,5.3
39.812422037124634,0.0,5.3
39.967792987823486,0.0,5.3
40.12331986427307,0.0,5.3
40.27873992919922,0.0,5.3
40.43434190750122,0.0,5.3
40.58984994888306,0.0,5.3
40.745447874069214,0.0,5.3
40.90099382400513,0.0,5.3
41.056397914886475,0.0,5.3
41.21174097061157,0.0,5.3
41.36710500717163,0.0,5.3
41.5226469039917,0.0,5.3
41.67807388305664,0.0,5.3
41.83346080780029,0.0,5.3
41.98895192146301,0.0,5.3
42.14436388015747,0.0,5.3
42.29999494552612,0.0,5.3
42.45562291145325,0.0,5.3
42.61106491088867,0.0,5.3
42.766594886779785,0.0,5.3
42.92198085784912,0.0,5.3
43.07746982574463,0.0,5.3
