epoch,CPU,RAM
0.0,0.0,1.8
0.15889906883239746,0.0,1.8
0.3176610469818115,0.0,1.8
0.4765279293060303,0.0,1.8
0.6354889869689941,0.0,1.8
0.7944400310516357,0.0,1.8
0.9531590938568115,0.0,1.8
1.1120710372924805,0.0,1.8
1.2713849544525146,0.0,1.8
1.430325984954834,0.0,1.8
1.5888879299163818,0.0,1.8
1.747776985168457,0.0,1.8
1.9066109657287598,0.0,1.8
2.0650439262390137,0.0,1.8
2.2238190174102783,0.0,1.8
2.3830089569091797,0.0,1.8
2.541851043701172,0.0,1.8
2.700692892074585,0.0,1.8
2.858320951461792,0.0,1.8
3.0135669708251953,0.0,1.8
3.172560930252075,0.0,1.8
3.331857919692993,0.0,1.8
3.4906740188598633,13.3,1.8
3.649148941040039,0.0,1.8
3.807961940765381,0.0,1.8
3.966784954071045,0.0,1.8
4.125699996948242,0.0,1.8
4.284609079360962,0.0,1.8
4.443532943725586,0.0,1.8
4.602377891540527,6.7,1.8
4.761254072189331,0.0,1.8
4.919368028640747,0.0,1.8
5.075643062591553,0.0,1.8
5.23360800743103,0.0,1.8
5.392103910446167,0.0,1.8
5.551332950592041,0.0,1.8
5.711103916168213,0.0,1.8
5.870678901672363,0.0,1.8
6.0293660163879395,0.0,1.8
6.188963890075684,0.0,1.8
6.348556995391846,0.0,1.8
6.507397890090942,0.0,1.8
6.666563987731934,0.0,1.8
6.825511932373047,0.0,1.8
6.984350919723511,0.0,1.8
7.143138885498047,0.0,1.8
7.3019490242004395,0.0,1.8
7.460692882537842,0.0,1.8
7.619992971420288,6.7,1.8
7.779047012329102,0.0,1.8
7.937372922897339,0.0,1.8
8.092724084854126,0.0,1.8
8.251229047775269,0.0,1.8
8.410190105438232,0.0,1.8
8.569343090057373,0.0,1.8
8.728033065795898,0.0,1.8
8.8869309425354,0.0,1.8
9.04569697380066,0.0,1.8
9.204530000686646,0.0,1.8
9.363141059875488,0.0,1.8
9.522036075592041,0.0,1.8
9.68101692199707,0.0,1.8
9.839911937713623,0.0,1.8
9.999047994613647,0.0,1.8
10.15733790397644,0.0,1.8
10.316848039627075,0.0,1.8
10.476032018661499,0.0,1.8
10.635013103485107,0.0,1.8
10.79397988319397,0.0,1.8
10.952347040176392,0.0,1.8
11.107735872268677,0.0,1.8
11.266442060470581,0.0,1.8
11.424896955490112,0.0,1.8
11.584105014801025,0.0,1.8
11.742976903915405,0.0,1.8
11.902002096176147,0.0,1.8
12.061060905456543,0.0,1.8
12.22005295753479,0.0,1.8
12.37937593460083,0.0,1.8
12.538502931594849,0.0,1.8
12.69742202758789,0.0,1.8
12.856683015823364,0.0,1.8
13.014647006988525,0.0,1.8
13.171156883239746,0.0,1.8
13.330358028411865,0.0,1.8
13.489351987838745,0.0,1.8
13.64843487739563,6.7,1.8
13.807323932647705,0.0,1.8
13.966239929199219,0.0,1.8
14.123657941818237,0.0,1.8
14.28256106376648,0.0,1.8
14.441112041473389,0.0,1.8
14.599890947341919,0.0,1.8
14.757418870925903,0.0,1.8
14.911321878433228,0.0,1.8
15.064995050430298,0.0,1.8
15.218971014022827,0.0,1.8
15.373877048492432,0.0,1.8
15.5313560962677,0.0,1.8
15.689985036849976,0.0,1.8
15.848793983459473,0.0,1.8
16.006890058517456,0.0,1.8
16.162060976028442,0.0,1.8
16.32015299797058,0.0,1.8
16.474106073379517,0.0,1.8
16.627914905548096,0.0,1.8
16.78206491470337,0.0,1.8
16.93592095375061,0.0,1.8
